Pair,Procedure,prime_word,target_word,word2veccosine,LSA,Undirected,newdirected,pathlength,UPMFG_Cat,ACN_0.1,ACN.r.cat,zRTTarget_trim,mean_len_c,mean_logf_c,mean_ldtz_c,mean_conc_c,directedcollapsed,undirectedfac,kenettfac,directedfac,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,dijkstra_28,dijkstra_29,dijkstra_30,dijkstra_31,dijkstra_32,dijkstra_33,dijkstra_34,dijkstra_35,decay_28
ABDUCT-WAGE,S1,ABDUCT,WAGE,0.08222691,0.01,3,5,4,4,3,3,-0.075859304,-1.072806821,-1.440433083,0.22947201,-0.403880644,5,3,4,5,3,3,3,3,3,3,3,4,1.733282464,1.733282464,1.861609241,1.861609241,1.861609241,1.861609241,1.861609241,2.176664616,1.883134937
ABSURD-OUTRAGEOUS,S2,ABSURD,OUTRAGEOUS,0.739138059,0.29,1,1,1,1,1,5,-0.208663804,-0.072806821,-0.282433083,0.13147201,-2.018880644,1,1,1,1,2,2,2,2,2,2,2,2,0.77946539,0.77946539,0.77946539,0.77946539,0.77946539,0.77946539,0.77946539,0.77946539,0.819821604
ADJECTIVE-REVIEW,S2,ADJECTIVE,REVIEW,0.06093367,0.1,3,4,3,1,2,2,0.546849565,1.427193179,0.127566917,-0.00302799,-1.118880644,4,3,3,4,3,3,3,3,3,3,3,4,1.717469638,1.717469638,1.717469638,1.717469638,1.717469638,1.717469638,1.717469638,1.969638866,1.881743102
ADORE-LUST,S2,ADORE,LUST,0.34671182,0.26,2,3,1,1,1,5,-0.5344406,-1.572806821,-0.849433083,0.02447201,-1.493880644,3,2,1,3,1,1,1,1,1,1,1,2,0.653288005,0.653288005,0.653288005,0.653288005,0.653288005,0.653288005,0.653288005,0.827763572,0.653288005
AGAIN-ENGAGE,S2,AGAIN,ENGAGE,0.094806035,0.1,2,3,2,4,2,4,0.195819314,0.427193179,2.684566917,-0.18052799,-1.703880644,3,2,2,3,2,2,2,2,3,3,3,3,1.376007314,1.376007314,1.376007314,1.376007314,1.692983704,1.692983704,1.692983704,1.777266738,1.444755541
AGENT-CUSS,S1,AGENT,CUSS,0.082417983,0.02,3,6,6,3,3,1,1.304419582,-1.572806821,-0.803933083,0.15897201,-0.363880644,H,3,6,6,3,3,3,4,4,4,4,6,1.899894694,1.899894694,1.899894694,2.530216429,2.571920188,3.180667173,3.403268687,3.408956903,2.093239626
ALGEBRA-FORESIGHT,S2,ALGEBRA,FORESIGHT,0.034402119,0.03,3,7,6,3,3,2,0.936078451,-0.072806821,0.887066917,-0.05102799,-1.273880644,H,3,6,7,3,3,3,3,3,3,3,3,1.612672392,1.612672392,1.812488754,1.862972079,1.862972079,1.862972079,1.862972079,1.862972079,1.823434251
ALTER-MAGNET,S2,ALTER,MAGNET,0.02556319,0,4,5,15,3,3,3,0.189189862,-1.072806821,-0.261933083,0.07797201,0.146119356,5,4,15,5,3,4,4,4,4,4,4,4,1.809789669,2.430149649,2.488569183,2.488569183,2.488569183,2.488569183,2.488569183,N/A,1.997224383
ALUMINUM-VICTIM,S1,ALUMINUM,VICTIM,0.05877315,-0.05,4,4,3,3,2,2,0.323699971,0.927193179,0.416566917,0.18497201,0.496119356,4,4,3,4,3,3,3,4,4,4,4,4,1.924279483,1.924279483,2.033993031,2.204568292,2.204568292,2.204568292,2.204568292,2.204568292,2.127734972
AMBULANCE-FUSS,S2,AMBULANCE,FUSS,-0.012715795,0.06,3,5,6,4,2,1,0.55374472,2.427193179,-0.138433083,0.16847201,-0.118880644,5,3,6,5,3,3,3,4,4,4,4,4,1.934148745,1.934148745,1.934148745,2.33109196,2.352370184,2.352370184,2.352370184,2.352370184,2.142847768
ANCHOR-RELEASE,S2,ANCHOR,RELEASE,-0.004097074,0.08,2,2,6,4,2,4,0.088288448,0.427193179,0.941066917,-0.17152799,0.266119356,2,2,6,2,3,3,3,3,6,7,7,7,3.396251578,3.472579235,3.566367388,3.566367388,3.770432624,4.276000534,4.276000534,4.276000534,4.115140463
ANSWER-PRECISE,S2,ANSWER,PRECISE,0.207840143,0.13,2,6,2,3,1,4,0.736852922,0.427193179,2.468066917,-0.25852799,-1.098880644,H,2,2,6,2,2,2,2,2,2,2,2,1.209702151,1.209702151,1.209702151,1.209702151,1.209702151,1.209702151,1.209702151,1.209702151,1.26742893
ANTELOPE-SALES,S1,ANTELOPE,SALES,0.022127264,0,3,5,15,5,3,1,0.177514407,0.427193179,-0.058433083,0.13247201,0.191119356,5,3,15,5,3,4,4,4,4,4,4,4,2.023477619,2.329966689,2.329966689,2.329966689,2.329966689,2.408262699,2.482536841,2.482536841,2.225265875
APARTMENT-MANSION,S2,APARTMENT,MANSION,0.50696682,0.41,2,4,1,5,1,4,-0.11061327,1.427193179,-0.238433083,-0.03752799,1.156119356,4,2,1,4,1,1,1,1,1,1,1,1,0.493032876,0.493032876,0.493032876,0.493032876,0.493032876,0.493032876,0.493032876,0.493032876,0.493032876
APATHETIC-UPSET,S1,APATHETIC,UPSET,0.326290505,0.27,2,2,4,4,2,4,-0.355989824,0.927193179,-0.904433083,0.30947201,-1.723880644,2,2,4,2,1,1,1,1,1,2,2,2,0.673709339,0.673709339,0.673709339,0.673709339,0.673709339,0.919279488,0.919279488,0.919279488,0.673709339
APPEARANCE-NASTY,S2,APPEARANCE,NASTY,0.099780601,0.15,2,2,2,2,1,5,-0.192772312,1.927193179,-1.030433083,-0.12952799,-1.268880644,2,2,2,2,3,3,3,3,3,3,3,4,1.782856744,1.782856744,1.782856744,1.782856744,1.782856744,1.782856744,1.782856744,2.287651684,1.952916619
APPENDAGE-INSTANT,S2,APPENDAGE,INSTANT,0.080554733,0.04,4,5,3,5,3,2,0.539542257,3.427193179,-3.541933083,0.61497201,-0.258880644,5,4,3,5,3,3,3,4,4,4,4,5,1.978883857,2.010501154,2.010501154,2.413782091,2.423269789,2.423269789,2.423269789,2.738109618,2.187217261
APPLIANCE-TEAPOT,S2,APPLIANCE,TEAPOT,0.174023385,0.03,2,3,4,3,1,4,-0.503898853,1.427193179,-2.402433083,0.05597201,1.026119356,3,2,4,3,2,2,2,2,2,2,2,2,1.1714104,1.1714104,1.1714104,1.1714104,1.1714104,1.1714104,1.1714104,1.1714104,1.231277514
ARCHITECTURE-CREATIVE,S2,ARCHITECTURE,CREATIVE,0.23092219,0.33,2,2,2,5,1,4,-0.128443212,3.927193179,1.194566917,0.19547201,-0.978880644,2,2,2,2,2,2,2,2,2,2,2,2,0.963600797,0.963600797,0.963600797,0.963600797,0.963600797,0.963600797,0.963600797,1.243197551,1.022574076
ARENA-BOG,S1,ARENA,BOG,0.109404435,0.13,3,3,15,4,2,1,0.555440058,-2.072806821,0.371066917,0.33797201,0.716119356,3,3,15,3,3,3,3,3,3,4,4,4,1.775300575,1.850211257,1.850211257,1.850211257,2.098195835,2.098195835,2.098195835,2.098195835,1.960672967
ARGUE-STINGY,S1,ARGUE,STINGY,0.16087243,0.09,3,5,6,4,2,2,0.812911613,-0.572806821,-0.788433083,0.06947201,-1.363880644,5,3,6,5,2,2,3,3,3,3,4,4,1.384941711,1.384941711,1.675542497,1.675542497,1.675542497,1.848483194,2.117948774,2.129296369,1.452561134
ARMOR-SCRATCH,S1,ARMOR,SCRATCH,0.116205827,0.04,3,3,4,5,2,2,0.185247283,-0.072806821,0.597566917,0.12497201,0.721119356,3,3,4,3,3,3,3,3,3,3,3,4,1.922743252,1.985923212,1.991513717,1.991513717,2.020257828,2.399838478,2.40233184,2.40233184,2.113633019
ARMY-COOKING,S2,ARMY,COOKING,0.09077882,-0.01,3,4,15,3,3,1,0.437943426,-0.572806821,0.969066917,-0.20352799,0.706119356,4,3,15,4,3,3,3,3,3,3,4,4,1.824822369,1.824822369,1.885073602,1.885073602,1.885073602,1.885073602,2.022030909,2.022030909,2.038290935
ASHTRAY-SMOKING,S2,ASHTRAY,SMOKING,0.409083174,0.49,1,4,1,4,1,5,-0.799751893,0.927193179,-1.322433083,0.05247201,0.906119356,4,1,1,4,1,1,1,1,1,1,1,1,0.590916823,0.590916823,0.590916823,0.590916823,0.590916823,0.590916823,0.590916823,0.590916823,0.590916823
ASLEEP-DETERGENT,S2,ASLEEP,DETERGENT,0.006124212,-0.04,4,4,4,5,3,2,0.720893827,1.427193179,-1.758933083,0.14647201,0.501119356,4,4,4,4,3,3,3,3,3,3,3,3,1.558665065,1.558665065,1.558665065,1.621855198,1.621855198,1.649697762,1.649697762,1.649697762,1.715790507
ASSOCIATE-LESSON,S1,ASSOCIATE,LESSON,0.003884354,0.1,2,4,4,2,2,3,-0.04325403,1.427193179,0.484066917,-0.06202799,-0.638880644,4,2,4,4,3,3,3,3,3,3,3,3,1.702127146,1.702127146,1.730084425,1.741525915,1.741525915,1.741525915,1.771032475,1.771032475,1.868089682
ATTENDANCE-SMALL,S2,ATTENDANCE,SMALL,0.027817555,0.12,2,2,6,5,2,2,-0.338942092,1.427193179,1.379066917,-0.12602799,-0.593880644,2,2,6,2,3,3,3,3,3,5,5,5,1.825992437,1.825992437,1.825992437,1.850477241,1.850477241,2.653030376,2.653030376,2.653030376,2.001377541
AUDIENCE-PERFORMANCE,S2,AUDIENCE,PERFORMANCE,0.192757066,0.15,1,2,1,5,1,5,0.058593036,3.427193179,1.932566917,0.11597201,-0.073880644,2,1,1,2,2,2,4,4,5,5,6,6,1.683190815,1.683190815,2.441497654,2.587435303,2.887500379,2.887500379,3.233348587,3.233348587,1.886427459
AWFUL-PRESENCE,S2,AWFUL,PRESENCE,-0.054658114,0.14,3,6,4,4,2,2,0.636312818,0.427193179,0.935066917,0.03797201,-1.418880644,H,3,4,6,3,3,3,4,4,4,4,4,1.686144534,1.880765891,1.880765891,2.075881471,2.075881471,2.075881471,2.075881471,2.075881471,1.883037835
BACTERIA-VIRUS,S1,BACTERIA,VIRUS,0.539370782,0.69,1,1,1,5,1,5,-0.958696958,0.427193179,0.627066917,-0.07402799,0.071119356,1,1,1,1,1,1,1,1,1,1,1,1,0.460628963,0.460628963,0.460628963,0.460628963,0.460628963,0.460628963,0.460628963,0.460628963,0.460628963
BANANA-JUICE,S1,BANANA,JUICE,0.472107224,0.22,2,2,1,2,1,5,-0.648818962,-0.572806821,-0.190933083,-0.19952799,1.206119356,2,2,1,2,1,1,1,1,1,1,1,1,0.527892613,0.527892613,0.527892613,0.527892613,0.527892613,0.527892613,0.527892613,0.527892613,0.527892613
BANK-MAILBOX,S1,BANK,MAILBOX,0.218892094,0.01,3,4,6,4,2,3,-0.328794792,-0.572806821,1.189066917,-0.24302799,1.151119356,4,3,6,4,2,3,3,3,3,3,3,3,1.239186043,1.691887908,1.933890316,1.933890316,2.069237196,2.069237196,2.069237196,2.069237196,1.310506052
BASSINET-DOCUMENT,S2,BASSINET,DOCUMENT,0.058115974,0.01,4,4,15,3,2,3,-0.094610823,1.927193179,-3.470433083,0.63547201,0.821119356,4,4,15,4,3,3,3,3,4,4,4,5,1.903608638,1.903608638,1.903608638,1.903608638,2.24664759,2.434829769,2.434829769,2.654320423,2.115589831
BAY-SOAK,S1,BAY,SOAK,0.152281681,-0.01,2,3,3,2,2,3,-0.226694649,-2.572806821,0.381566917,0.02947201,0.771119356,3,2,3,3,2,2,3,3,3,3,4,4,1.386017627,1.386017627,1.803225107,1.803225107,1.919446987,1.966950003,2.179085047,2.31490184,1.454520321
BEACH-DEODORANT,S2,BEACH,DEODORANT,0.162370164,0.03,3,5,4,3,2,1,0.109778181,-1.572806821,0.355566917,0.12147201,1.156119356,5,3,4,5,2,2,2,3,3,3,3,3,1.367549491,1.367549491,1.367549491,1.641105697,1.774651223,1.774651223,1.842648274,1.842648274,1.437134969
BEDROOM-MATTRESS,S2,BEDROOM,MATTRESS,0.440580858,0.56,2,2,1,4,1,5,-0.429673263,1.427193179,-0.668433083,-0.02252799,1.211119356,2,2,1,2,1,1,1,1,1,1,1,1,0.559419156,0.559419156,0.559419156,0.559419156,0.559419156,0.559419156,0.559419156,0.559419156,0.559419156
BEGIN-START,S1,BEGIN,START,0.685394808,0.58,1,1,1,1,1,5,-0.36714069,-1.072806821,2.892066917,-0.36102799,-1.103880644,1,1,1,1,1,1,1,1,1,1,1,1,0.314604976,0.314604976,0.314604976,0.314604976,0.314604976,0.314604976,0.314604976,0.314604976,0.314604976
BELONG-SIBLING,S2,BELONG,SIBLING,0.042866826,0.11,3,4,4,4,2,1,-0.109732899,0.427193179,-0.507933083,-0.00502799,-0.838880644,4,3,4,4,3,3,3,3,3,3,4,4,1.912102342,1.912102342,1.958738094,1.958738094,1.958738094,1.958738094,2.187621896,2.187621896,2.110123963
BETRAY-DECEPTION,S1,BETRAY,DECEPTION,0.315040865,0.09,2,2,2,1,1,4,0.220328338,1.427193179,-1.509433083,0.37447201,-1.723880644,2,2,2,2,1,1,1,1,2,2,2,2,0.684958988,0.684958988,0.684958988,0.684958988,0.832852819,0.832852819,0.832852819,0.832852819,0.684958988
BETTER-CROCHET,S1,BETTER,CROCHET,0.02285587,0.04,3,5,15,3,2,2,1.023244109,0.427193179,0.683566917,0.01697201,-0.458880644,5,3,15,5,3,3,3,3,3,3,3,4,1.820470889,1.826355002,1.826355002,1.826355002,1.95306099,1.95458016,1.95458016,2.166892201,1.98605626
BIT-COMPASS,S1,BIT,COMPASS,0.112028656,0.04,3,4,6,5,2,2,0.008745429,-1.072806821,1.118566917,-0.14102799,0.226119356,4,3,6,4,3,3,3,3,4,4,4,5,1.893230764,1.893230764,1.893230764,2.051123322,2.365039137,2.365039137,2.408973134,2.638236211,2.107846921
BLOOM-POT,S1,BLOOM,POT,0.209926718,0.12,2,2,3,3,2,4,-0.303336982,-2.072806821,0.215566917,-0.21702799,0.666119356,2,2,3,2,2,2,2,2,2,2,2,2,1.17904501,1.17904501,1.17904501,1.17904501,1.17904501,1.17904501,1.17904501,1.25580777,1.244209908
BLOSSOM-QUIT,S1,BLOSSOM,QUIT,0.112006223,0.11,4,4,4,5,2,1,0.080551484,-0.572806821,-0.383933083,-0.11552799,-0.328880644,4,4,4,4,2,2,2,3,3,3,3,3,1.298691466,1.298691466,1.305039842,1.666657124,1.732935255,1.732935255,1.732935255,1.732935255,1.365834551
BLUEJAY-PIGEON,S1,BLUEJAY,PIGEON,0.42225841,0.02,2,3,1,1,1,5,-0.453657065,0.427193179,-3.034433083,0.13047201,1.101119356,3,2,1,3,1,1,1,1,1,1,1,1,0.577741686,0.577741686,0.577741686,0.577741686,0.577741686,0.577741686,0.577741686,0.577741686,0.577741686
BOG-ARENA,S2,BOG,ARENA,0.109404435,0.13,3,4,15,4,2,1,0.041429647,-2.072806821,0.371066917,0.33797201,0.716119356,4,3,15,4,3,3,3,3,3,4,4,4,1.805485018,1.805485018,1.805485018,1.805485018,1.805485018,2.098195835,2.098195835,2.098195835,2.003514864
BOND-PEBBLE,S1,BOND,PEBBLE,0.039904032,0.04,3,3,3,4,2,3,0.06134708,-1.072806821,-0.708433083,0.04797201,0.501119356,3,3,3,3,3,4,4,4,5,5,5,5,2.042932879,2.394121059,2.871198667,2.929497545,2.99051939,2.99051939,2.992844935,2.992844935,2.245096275
BOXING-SPLINTER,S1,BOXING,SPLINTER,-0.021940736,0.07,2,4,3,4,2,4,0.774095043,0.927193179,-1.521433083,-0.10302799,0.741119356,4,2,3,4,4,4,4,4,5,5,5,5,2.185619463,2.185619463,2.185619463,2.185619463,2.573544086,2.65426759,2.65426759,2.65426759,2.599489537
BRACELET-EARRING,S1,BRACELET,EARRING,0.558056986,0.3,1,1,1,1,1,5,-0.080923676,1.427193179,-2.581433083,0.08297201,1.221119356,1,1,1,1,2,2,2,2,2,2,2,2,1.030962099,1.030962099,1.030962099,1.030962099,1.030962099,1.030962099,1.030962099,1.030962099,1.08197915
BREAD-OMELET,S1,BREAD,OMELET,0.414708295,0.3,2,3,2,2,1,4,-0.301323579,-0.572806821,-1.916933083,0.00997201,1.186119356,3,2,2,3,1,1,1,1,1,1,1,1,0.585291466,0.585291466,0.585291466,0.585291466,0.585291466,0.585291466,0.585291466,0.585291466,0.585291466
BROOM-SLIMY,S2,BROOM,SLIMY,0.222618111,0.11,3,4,3,1,2,2,0.155656898,-1.072806821,-1.889933083,0.18447201,0.336119356,4,3,3,4,2,2,2,2,2,2,2,2,1.197197292,1.197197292,1.197197292,1.197197292,1.197197292,1.197197292,1.197197292,1.197197292,1.258458301
BUCK-SHEEP,S1,BUCK,SHEEP,0.250219586,0.15,2,3,2,3,2,4,-0.250385096,-1.572806821,0.230066917,-0.00302799,1.046119356,3,2,2,3,2,2,2,2,2,2,2,2,2.35854184,2.524070071,2.929897264,2.929897264,3.221713703,3.231894823,3.425320978,3.425320978,2.733553249
BUCKLE-WEAR,S1,BUCKLE,WEAR,0.438317624,0.27,3,3,6,5,2,3,-0.174350483,-1.072806821,0.085066917,-0.07302799,0.421119356,3,3,6,3,1,1,1,1,1,1,1,1,0.56168205,0.56168205,0.56168205,0.56168205,0.56168205,0.56168205,0.56168205,0.56168205,0.56168205
BUGGY-BUNCH,S1,BUGGY,BUNCH,0.204833502,0.22,3,4,4,4,2,2,0.140188332,-1.072806821,0.714066917,-0.02552799,0.101119356,4,3,4,4,2,2,3,3,3,3,3,4,1.399474279,1.399474279,1.869230798,1.943774681,1.943774681,2.250652094,2.320595257,2.422853725,1.470222738
BUILDER-TOOL,S1,BUILDER,TOOL,0.094677921,0.17,2,2,3,5,2,4,-0.616853767,-0.572806821,0.696566917,-0.16152799,0.546119356,2,2,3,2,3,3,3,3,3,3,3,4,1.913853584,1.913853584,1.913853584,1.913853584,2.103861847,2.103861847,2.103861847,2.103861847,2.112654849
BULLET-CERAMICS,S2,BULLET,CERAMICS,0.068931108,-0.03,3,5,3,2,2,2,0.699485287,0.927193179,-0.910933083,0.14347201,0.986119356,5,3,3,5,3,3,3,3,3,3,3,3,1.567110338,1.567110338,1.567110338,1.567110338,1.567110338,1.567110338,1.567110338,1.567110338,1.694351267
BUNCH-BUGGY,S2,BUNCH,BUGGY,0.204833502,0.22,3,4,4,4,2,2,0.731781263,-1.072806821,0.714066917,-0.02552799,0.101119356,4,3,4,4,2,2,3,3,3,3,3,4,1.399474279,1.399474279,1.869230798,1.908335456,1.908335456,1.908335456,1.908335456,2.212432657,1.468673248
BURDEN-COMPLICATED,S2,BURDEN,COMPLICATED,0.222079207,0.21,2,5,1,2,1,4,0.156363171,2.427193179,0.487066917,0.10647201,-1.318880644,5,2,1,5,2,2,2,2,2,3,3,3,1.346083183,1.346083183,1.346083183,1.346083183,1.346083183,1.675167223,1.888912222,1.888912222,1.413336065
BUREAU-POLYESTER,S1,BUREAU,POLYESTER,-0.002210386,0.01,2,3,3,3,2,3,1.237180303,1.427193179,-0.871933083,0.21347201,0.341119356,3,2,3,3,3,3,4,4,4,4,5,5,2.067946625,2.09454128,2.360195827,2.537858557,2.647836177,2.786411938,2.786411938,2.786411938,2.28193257
BUTLER-CAREER,S2,BUTLER,CAREER,0.040713219,0.17,2,3,4,2,2,4,0.683583599,-0.072806821,0.541566917,-0.08552799,-0.153880644,3,2,4,3,3,3,3,3,4,4,4,4,1.860659342,1.92354892,2.011728026,2.011728026,2.340028152,2.418708839,2.464431536,2.464431536,2.080163145
BUTTER-RYE,S1,BUTTER,RYE,0.296319387,0.41,2,3,1,1,1,5,-0.432408007,-1.572806821,-0.660433083,0.01297201,1.081119356,3,2,1,3,1,1,2,2,2,2,2,2,0.703680478,0.703680478,1.007287638,1.007287638,1.007287638,1.007287638,1.007287638,1.007287638,0.703680478
CAB-ROAD,S1,CAB,ROAD,0.222318922,0.39,2,2,4,1,2,4,-0.505737518,-2.572806821,0.973066917,-0.11852799,1.076119356,2,2,4,2,2,2,2,2,2,2,2,2,1.017074734,1.059903034,1.059903034,1.059903034,1.059903034,1.059903034,1.059903034,1.059903034,1.047349893
CAFETERIA-MEAL,S1,CAFETERIA,MEAL,0.409287269,0.38,2,2,1,1,1,5,-0.964654049,0.427193179,-0.863933083,0.08147201,0.926119356,2,2,1,2,1,1,1,1,1,1,1,1,0.590712469,0.590712469,0.590712469,0.590712469,0.590712469,0.590712469,0.590712469,0.590712469,0.590712469
CANVASS-PAD,S1,CANVASS,PAD,0.061693844,0.07,2,4,3,1,1,4,-0.548325647,-1.072806821,-1.770433083,0.06797201,0.516119356,4,2,3,4,3,3,3,4,5,5,6,6,2.088150629,2.088150629,2.088150629,3.217957244,3.471641377,3.471641377,3.471641377,3.65722774,2.303934536
CAREER-BUTLER,S1,CAREER,BUTLER,0.040713219,0.17,2,5,4,2,2,4,0.221367187,-0.072806821,0.541566917,-0.08552799,-0.153880644,5,2,4,5,3,3,3,3,4,4,4,4,1.92354892,1.92354892,2.013101248,2.326623107,2.340028152,2.418708839,2.418708839,2.482561045,2.12116544
CARNIVAL-PARADE,S1,CARNIVAL,PARADE,0.554986801,0.44,2,2,1,1,1,5,-0.765483684,0.927193179,-0.771933083,-0.10702799,0.871119356,2,2,1,2,1,1,1,1,1,1,1,1,0.983607581,0.983607581,0.983607581,0.983607581,0.983607581,0.983607581,0.983607581,0.983607581,1.038538196
CERAMICS-BULLET,S1,CERAMICS,BULLET,0.068931108,-0.03,3,4,3,2,2,2,0.409803214,0.927193179,-0.910933083,0.14347201,0.986119356,4,3,3,4,3,3,3,3,3,3,3,3,1.735423893,1.735423893,1.735423893,1.75396805,1.75396805,1.75396805,1.75396805,1.75396805,1.935809667
CEREMONY-EVERYDAY,S1,CEREMONY,EVERYDAY,-0.023022689,0.1,3,3,15,2,3,1,-0.20013039,1.927193179,0.065566917,0.09647201,-0.738880644,3,3,15,3,3,3,3,3,3,3,4,4,1.739881628,1.739881628,1.739881628,1.739881628,1.739881628,1.757318372,2.400730831,2.404617283,1.920251963
CHAMPAGNE-FLASK,S1,CHAMPAGNE,FLASK,0.300393563,0.07,2,6,1,2,1,5,-0.40920633,0.927193179,-1.666433083,0.22097201,1.066119356,H,2,1,6,1,1,1,2,2,2,2,2,0.699606407,0.699606407,0.699606407,0.912992362,0.912992362,0.912992362,0.912992362,0.912992362,0.699606407
CHASE-HER,S1,CHASE,HER,0.08659241,0.3,3,5,6,5,3,3,-0.585045623,-2.072806821,2.559066917,-0.12402799,-0.498880644,5,3,6,5,3,3,3,3,3,3,4,4,1.403702058,1.403702058,1.694093249,1.694093249,1.992044899,1.992044899,1.992044899,2.305238429,1.524271854
CHILDREN-SHE,S2,CHILDREN,SHE,0.300733703,0.18,3,6,3,5,2,3,-0.375519511,-0.572806821,3.640566917,-0.18352799,0.386119356,H,3,3,6,1,1,1,2,2,2,2,2,0.699266189,0.699266189,0.699266189,0.902161433,0.902161433,0.902161433,0.902161433,0.902161433,0.699266189
CHILI-RAW,S2,CHILI,RAW,0.183476273,0.12,2,4,4,1,1,4,-0.482622388,-2.072806821,-0.190933083,0.08447201,0.331119356,4,2,4,4,2,2,2,2,2,2,2,2,1.136481747,1.136481747,1.136481747,1.136481747,1.150155481,1.150155481,1.150155481,1.150155481,1.204589532
CHIPMUNK-TUG,S1,CHIPMUNK,TUG,0.106194731,0.08,4,5,15,4,3,3,0.144303849,-0.572806821,-2.426433083,0.08447201,0.496119356,5,4,15,5,3,3,3,4,4,4,4,4,1.860024339,1.860024339,1.860024339,2.367677955,2.367677955,2.367677955,2.439388609,2.439388609,2.076428191
CHORUS-FAITH,S1,CHORUS,FAITH,0.094065926,0.07,2,3,2,4,1,5,-0.384325527,-0.572806821,0.853566917,-0.17052799,-0.908880644,3,2,2,3,2,2,2,3,3,3,3,3,1.378389471,1.378389471,1.378389471,1.569805933,1.569805933,1.569805933,1.569805933,1.569805933,1.446263716
CIRCLE-CONE,S2,CIRCLE,CONE,0.293493707,0.23,2,4,3,5,2,3,0.029080564,-1.072806821,0.390066917,-0.08452799,0.911119356,4,2,3,4,1,1,2,2,2,2,2,2,0.706506207,0.706506207,1.210669036,1.210669036,1.210669036,1.210669036,1.210669036,1.210669036,0.706506207
CLINIC-PANE,S1,CLINIC,PANE,-0.015879812,-0.01,3,5,4,2,2,3,0.441214478,-1.072806821,-1.000933083,0.22747201,0.311119356,5,3,4,5,3,3,3,3,4,4,4,4,1.848525149,1.848525149,1.848525149,2.008654619,2.13824983,2.13824983,2.13824983,2.265237671,2.017379779
CLOTHES-PLEDGE,S1,CLOTHES,PLEDGE,0.075399687,0.06,2,5,15,1,3,1,-0.126652051,0.427193179,0.072066917,-0.31352799,-0.053880644,5,2,15,5,3,3,4,4,4,4,4,4,1.883074422,1.893671051,2.123444763,2.123444763,2.123444763,2.123444763,2.123444763,2.123444763,2.089465809
CLOWN-DEPRESSED,S1,CLOWN,DEPRESSED,0.110597984,0.15,2,3,4,1,2,4,0.477769628,0.927193179,-0.512933083,-0.09002799,-0.323880644,3,2,4,3,2,2,2,2,2,2,3,3,1.323259215,1.323259215,1.323259215,1.323259215,1.323259215,1.323259215,1.635375095,1.743047461,1.389650216
CLUMSY-PORK,S1,CLUMSY,PORK,0.02267691,0.09,3,3,15,3,3,2,-0.027549855,-1.072806821,-1.066433083,-0.05252799,0.041119356,3,3,15,3,3,3,3,3,3,3,4,4,1.707168587,1.792283284,1.79926699,1.856477174,1.856477174,1.856477174,1.994614568,1.994614568,1.850534316
COMFORT-TRANQUIL,S2,COMFORT,TRANQUIL,0.21991573,0.32,3,3,4,3,2,1,-0.352074584,1.427193179,-1.499433083,0.00147201,-1.343880644,3,3,4,3,2,2,2,2,2,2,3,3,1.179971423,1.179971423,1.179971423,1.323618909,1.323618909,1.323618909,1.323618909,1.617526223,1.249822485
COMMERCIAL-JOKER,S1,COMMERCIAL,JOKER,-0.015730065,0.05,3,5,15,3,3,3,-0.420199761,1.427193179,0.618066917,-0.05202799,-0.153880644,5,3,15,5,3,3,3,4,5,5,5,5,2.379991158,2.47574717,2.531643668,2.825715165,2.876735193,2.876735193,2.934522595,2.934522595,2.766918992
COMPASS-BIT,S2,COMPASS,BIT,0.112028656,0.04,3,5,6,5,2,2,0.302806348,-1.072806821,1.118566917,-0.14102799,0.226119356,5,3,6,5,3,3,3,3,4,4,4,5,1.893230764,1.893230764,1.893230764,2.250610074,2.38486202,2.603151525,2.678189616,2.678189616,2.069426295
COMPASSION-GHOUL,S1,COMPASSION,GHOUL,0.060340453,0.11,4,4,3,4,2,2,0.233643782,1.427193179,-0.100933083,0.46447201,-1.443880644,4,4,3,4,2,2,2,2,2,3,3,3,1.292362831,1.292362831,1.294928781,1.294928781,1.294928781,1.668573356,1.668573356,1.668573356,1.356656692
COMPLICATED-BURDEN,S1,COMPLICATED,BURDEN,0.222079207,0.21,2,2,1,2,1,4,-0.448495992,2.427193179,0.487066917,0.10647201,-1.318880644,2,2,1,2,2,2,2,2,2,3,3,3,1.308488746,1.308488746,1.308488746,1.346083183,1.346083183,1.620508853,1.620508853,1.620508853,1.37434183
COMPOUND-KID,S2,COMPOUND,KID,-0.008251347,0.01,3,3,4,3,3,1,-0.323248227,1.927193179,0.782066917,0.04497201,0.056119356,3,3,4,3,3,3,3,3,3,3,3,3,1.785202735,1.778714325,1.778714325,1.778714325,1.778714325,1.844215421,1.844215421,1.844215421,1.93244664
CONCENTRATE-WART,S1,CONCENTRATE,WART,0.050436575,0.04,3,4,15,5,3,1,0.507532159,1.427193179,-1.573433083,0.19297201,-0.053880644,4,3,15,4,3,3,3,3,4,4,5,5,1.999882075,1.999882075,1.999882075,1.999882075,2.401254842,2.426841739,2.895443636,2.895443636,2.204711214
CONE-CIRCLE,S1,CONE,CIRCLE,0.293493707,0.23,2,2,3,5,2,3,-0.065077559,-1.072806821,0.390066917,-0.08452799,0.911119356,2,2,3,2,1,1,2,2,2,2,2,2,0.706506207,0.706506207,1.210669036,1.210669036,1.210669036,1.210669036,1.210669036,1.210669036,0.706506207
